step,R,spatial_var,monad_var,alpha,beta,alpha/beta,target_radius
48,1.6124925605648062,0.059737779229033325,0.0963267247527283,0.309016994,0.190983006,1.618033983610039,0.5360565521588309
49,1.8009349761484115,0.06055659062754027,0.10905848227753186,0.309016994,0.190983006,1.618033983610039,0.5436142524150365
50,1.4301618388468336,0.06142369108049039,0.08784581912745017,0.309016994,0.190983006,1.618033983610039,0.5472473551792436
51,1.2718433043761586,0.062240090334935286,0.07915964228343904,0.309016994,0.190983006,1.618033983610039,0.5491719508441602
52,1.103467254372833,0.0630502819833035,0.06957392165789553,0.309016994,0.190983006,1.618033983610039,0.5491719508441602
53,1.048997161115654,0.06388899302710853,0.06701937241687438,0.309016994,0.190983006,1.618033983610039,0.5486556980296535
54,1.2130271879511805,0.06470478511126283,0.07848866365180328,0.309016994,0.190983006,1.618033983610039,0.5499398506995296
55,1.4809807150498961,0.06566366660265653,0.09724662406609832,0.309016994,0.190983006,1.618033983610039,0.5541741754386643
56,1.6483305140299995,0.06651054435920725,0.10963135993686021,0.309016994,0.190983006,1.618033983610039,0.560295921582308
57,1.3600321955188175,0.06748982885414462,0.09178834024769475,0.309016994,0.190983006,1.618033983610039,0.5632546448286203
58,1.1757052633855296,0.06831153487721286,0.08031423122265387,0.309016994,0.190983006,1.618033983610039,0.5641525320250041
59,1.0119645481860322,0.06918789438911788,0.07001569638662303,0.309016994,0.190983006,1.618033983610039,0.5632043557665899
60,0.9439795115863173,0.06999317936503346,0.06607212736577574,0.309016994,0.190983006,1.618033983610039,0.5614919837417829
61,1.0267020016006125,0.0709198539757316,0.07281355613277699,0.309016994,0.190983006,1.618033983610039,0.5607137783299707
62,1.3418579419529713,0.07173412587546188,0.09625700664922844,0.309016994,0.190983006,1.618033983610039,0.5634708970412684
63,1.5175905279250463,0.07257630939301529,0.11014111983835662,0.309016994,0.190983006,1.618033983610039,0.5682219769003489
64,1.2711187084078859,0.07340019755720084,0.09330036444290465,0.309016994,0.190983006,1.618033983610039,0.5702121028740242
65,1.0875139408381644,0.07433909621205038,0.08084480358866576,0.309016994,0.190983006,1.618033983610039,0.5702121028740242
66,0.9359845280813576,0.07524677626609888,0.0704298184666665,0.309016994,0.190983006,1.618033983610039,0.5683872476993221
67,0.8781103741824283,0.07613904312907833,0.06685848373977805,0.309016994,0.190983006,1.618033983610039,0.5659103340049084
68,0.9591578564351575,0.07698126744942656,0.07383718756836932,0.309016994,0.190983006,1.618033983610039,0.5643615263414938
69,1.2511664526409534,0.0777804958591952,0.09731634721392027,0.309016994,0.190983006,1.618033983610039,0.5661129258624827
70,1.3264704371679816,0.07868263043639068,0.10437018332513291,0.309016994,0.190983006,1.618033983610039,0.5687223717326823
71,1.1800702977030846,0.07943323924274112,0.09373680639870888,0.309016994,0.190983006,1.618033983610039,0.5696786249147217
72,1.0147097385592776,0.08026683193628688,0.0814475361505221,0.309016994,0.190983006,1.618033983610039,0.5687524384275915
73,0.886129768146841,0.08120385374364934,0.07195715217910295,0.309016994,0.190983006,1.618033983610039,0.5663651543051945
74,0.8234459389531456,0.08203477397131968,0.06755120156196699,0.309016994,0.190983006,1.618033983610039,0.5632778518483683
75,0.8628867917856928,0.08290518233975196,0.07153778689784512,0.309016994,0.190983006,1.618033983610039,0.5606517017051595
76,1.1267478587550634,0.08376624614957706,0.09438343859766031,0.309016994,0.190983006,1.618033983610039,0.5609964784918559
77,1.2129545575231768,0.0844940296497311,0.10248741846843522,0.309016994,0.190983006,1.618033983610039,0.5623087003901374
78,1.1044447687863048,0.08519202622809294,0.09408988782036738,0.309016994,0.190983006,1.618033983610039,0.5623087003901374
79,0.9482514822529448,0.08605017342611745,0.08159720459426398,0.309016994,0.190983006,1.618033983610039,0.5606470948501591
80,0.8279280449371181,0.08687608705894295,0.07192714899329031,0.309016994,0.190983006,1.618033983610039,0.557641219593823
81,0.7783231430820471,0.08761301847013932,0.06819123998841659,0.309016994,0.190983006,1.618033983610039,0.5540982253952538
82,0.8205937308307893,0.0884001739968006,0.0725406286681849,0.309016994,0.190983006,1.618033983610039,0.551046182895066
83,1.0450218003764873,0.0890677116827401,0.09307770052261312,0.309016994,0.190983006,1.618033983610039,0.550484356048798
84,1.151570851513056,0.08975526765437641,0.10335955011568959,0.309016994,0.190983006,1.618033983610039,0.5510961737370029
85,1.045287887714956,0.09031537208979014,0.09440556462445582,0.309016994,0.190983006,1.618033983610039,0.5505372287161547
86,0.9007472430217083,0.09099750273043859,0.08196574979637765,0.309016994,0.190983006,1.618033983610039,0.5483873504816343
87,0.7888192197751857,0.0916402216226489,0.07228756819928492,0.309016994,0.190983006,1.618033983610039,0.545018269397907
88,0.7451647301048319,0.09223327939804828,0.06872898682384666,0.309016994,0.190983006,1.618033983610039,0.5411940367650667
89,0.7649869117831671,0.09287485844648691,0.0710480512217755,0.309016994,0.190983006,1.618033983610039,0.537611190576384
90,0.8422012645116451,0.09342243320912398,0.07868049146669905,0.309016994,0.190983006,1.618033983610039,0.5348822897693305
91,1.0504018526695387,0.09401997628700506,0.0987587573848564,0.309016994,0.190983006,1.618033983610039,0.5343944969402634
92,1.0358475544930854,0.09456761775919284,0.09795763569368153,0.309016994,0.190983006,1.618033983610039,0.5337515942231356
93,0.864105402703524,0.09513574107271744,0.08220730793754923,0.309016994,0.190983006,1.618033983610039,0.531276112003161
94,0.7589681704196827,0.09555260649004929,0.07252138700248142,0.309016994,0.190983006,1.618033983610039,0.5276949728023461
95,0.7071511394728668,0.09609241362188889,0.06795185985813186,0.309016994,0.190983006,1.618033983610039,0.5235911010247443
96,0.7168730904368041,0.09652550800526108,0.0691965393014013,0.309016994,0.190983006,1.618033983610039,0.5196209515046183
97,0.8250959308091321,0.09695297775579577,0.07999550750864498,0.309016994,0.190983006,1.618033983610039,0.5168056029006296
98,1.0249853858900897,0.09736154171901595,0.09979415751221817,0.309016994,0.190983006,1.618033983610039,0.516071587891433
99,1.0583865141599897,0.09780137078787371,0.10351165201408495,0.309016994,0.190983006,1.618033983610039,0.5156833628641613
100,0.8510776615893173,0.09813339853460003,0.0835191434337477,0.309016994,0.190983006,1.618033983610039,0.5131573153619178
101,0.7383099764602421,0.09856236231099004,0.0727695754715239,0.309016994,0.190983006,1.618033983610039,0.5094862903176897
102,0.69289511806908,0.09893783727462227,0.06855354450918832,0.309016994,0.190983006,1.618033983610039,0.505378762099611
103,0.7056261741789277,0.09939679870333362,0.07013698286522892,0.309016994,0.190983006,1.618033983610039,0.5014330292826201
104,0.8133662031140239,0.09982175507790705,0.0811916419972319,0.309016994,0.190983006,1.618033983610039,0.4985985908636164
105,1.00891042768627,0.09997533842793921,0.10086616155230275,0.309016994,0.190983006,1.618033983610039,0.4977301361029256
106,1.0763705098714489,0.10023681985360854,0.10789195700135823,0.309016994,0.190983006,1.618033983610039,0.4975347323270593
107,0.8334910387249016,0.1005086952399558,0.08377309687978443,0.309016994,0.190983006,1.618033983610039,0.4949225858114301
108,0.7554662721255113,0.10092569434866969,0.0762459581468149,0.309016994,0.190983006,1.618033983610039,0.4915518291483172
109,0.676744040339362,0.10109943005053168,0.06841843683607791,0.309016994,0.190983006,1.618033983610039,0.48743010847126683
110,0.6765348860772612,0.10126283448498871,0.06850784025981588,0.309016994,0.190983006,1.618033983610039,0.4833409099516814
111,0.7316980819258724,0.10139833387544567,0.07419296648031261,0.309016994,0.190983006,1.618033983610039,0.47981926954009957
112,0.980314102832986,0.10166800542566565,0.09966657962371198,0.309016994,0.190983006,1.618033983610039,0.47870910308660425
113,1.0669786748955756,0.10194605800737536,0.1087742699902347,0.309016994,0.190983006,1.618033983610039,0.4784312476363818
114,0.8394224676605081,0.1020339696704981,0.0856496066899492,0.309016994,0.190983006,1.618033983610039,0.4759761534581288
115,0.7583049922924762,0.1021911694352261,0.07749207402676875,0.309016994,0.190983006,1.618033983610039,0.47276145804191605
116,0.6729817752033239,0.10243327694151529,0.06893572862329284,0.309016994,0.190983006,1.618033983610039,0.46876172378725245
117,0.6523545614573018,0.10250745831621531,0.06687120808121273,0.309016994,0.190983006,1.618033983610039,0.4646024437768199
118,0.7331385094240349,0.10253023008576995,0.07516886012929856,0.309016994,0.190983006,1.618033983610039,0.46123071707133806
119,0.9822525811017173,0.10254494062040535,0.10072503270154075,0.309016994,0.190983006,1.618033983610039,0.46018144099966873
120,1.0653138288872854,0.10262519393509395,0.10932803839782654,0.309016994,0.190983006,1.618033983610039,0.4598990168708405
121,0.8365587940460084,0.10258023583478847,0.08581439846656165,0.309016994,0.190983006,1.618033983610039,0.45751268175976
122,0.7630114539777224,0.10251763490093055,0.07822212974041746,0.309016994,0.190983006,1.618033983610039,0.4544657521060413
123,0.6775333469845665,0.10254517756938011,0.06947777744346213,0.309016994,0.190983006,1.618033983610039,0.45066217686216214
124,0.6607530993137597,0.10252534876263285,0.0677439420192091,0.309016994,0.190983006,1.618033983610039,0.4467391905474467
125,0.7427498854421652,0.10246039130698442,0.07610244397989709,0.309016994,0.190983006,1.618033983610039,0.4435829771426795
126,0.9936613205394483,0.10241118664259018,0.1017620350566542,0.309016994,0.190983006,1.618033983610039,0.4426750632204403
127,1.0664008061400934,0.10237346746161809,0.10917114833506622,0.309016994,0.190983006,1.618033983610039,0.44241300672017614
128,0.8632030411264927,0.10230749262108157,0.08831213884686413,0.309016994,0.190983006,1.618033983610039,0.4403531586695653
129,0.7587679479186169,0.10223157043571077,0.07757003898787859,0.309016994,0.190983006,1.618033983610039,0.4373831346827922
130,0.6895827102520704,0.10212721909156745,0.07042516460062834,0.309016994,0.190983006,1.618033983610039,0.43382793331920755
131,0.6716520701299794,0.10205236576466677,0.06854368279466548,0.309016994,0.190983006,1.618033983610039,0.4301460536107316
132,0.7227603699702467,0.10187011731127017,0.0736276837490821,0.309016994,0.190983006,1.618033983610039,0.42693510253256306
133,0.959349633401783,0.10163899500367211,0.09750733269203346,0.309016994,0.190983006,1.618033983610039,0.4257682857670686
134,1.0572412849774906,0.10150717691946287,0.10731757826649453,0.309016994,0.190983006,1.618033983610039,0.42543824113399525
135,0.8978213433828226,0.10141643892779414,0.09105384352903625,0.309016994,0.190983006,1.618033983610039,0.4237519855519651
136,0.7710517609920197,0.10128274914375676,0.07809424216251179,0.309016994,0.190983006,1.618033983610039,0.4209980363223401
137,0.694421050108623,0.10119208293594463,0.07026991256449965,0.309016994,0.190983006,1.618033983610039,0.417616757335687
138,0.6849410814792151,0.10109037717430493,0.06924095233740428,0.309016994,0.190983006,1.618033983610039,0.4141834554831557
139,0.7383932750817055,0.10085406136611107,0.07446996075125338,0.309016994,0.190983006,1.618033983610039,0.41122115970254225
140,0.9554551071479974,0.10060828010704925,0.09612669514520199,0.309016994,0.190983006,1.618033983610039,0.41006525902596486
141,1.0743934402793864,0.10046596655429563,0.10793997554470279,0.309016994,0.190983006,1.618033983610039,0.40988805703579495
142,0.9126408033410365,0.10026491327433833,0.09150585108887556,0.309016994,0.190983006,1.618033983610039,0.40838492213863126
143,0.7860033837849401,0.10000976880952034,0.07860801677443288,0.309016994,0.190983006,1.618033983610039,0.40585296325910675
144,0.708219813870185,0.09987685735083363,0.07073476939376838,0.309016994,0.190983006,1.618033983610039,0.40270532850642765
145,0.6989127588002788,0.09964118387809646,0.06964049478425753,0.309016994,0.190983006,1.618033983610039,0.39950714554816674
146,0.7309808793311752,0.09936296921030989,0.07263243067940689,0.309016994,0.190983006,1.618033983610039,0.39659059060878865
147,0.8727945283661057,0.09914705392594936,0.08653500625746727,0.309016994,0.190983006,1.618033983610039,0.39482016681234067
148,1.041968314368965,0.09882694964863703,0.10297455024381374,0.309016994,0.190983006,1.618033983610039,0.39439351082966073
149,0.9326438593475816,0.09849991415741009,0.09186534017843682,0.309016994,0.190983006,1.618033983610039,0.3931049787931109
150,0.8038514116197151,0.09821482741153148,0.0789501277371314,0.309016994,0.190983006,1.618033983610039,0.3908080775003175
151,0.72613834952878,0.0979222624446139,0.0711051101062698,0.309016994,0.190983006,1.618033983610039,0.38791717908908246
152,0.6983304377142853,0.09765490186833263,0.06819539043649134,0.309016994,0.190983006,1.618033983610039,0.3848319219928532
153,0.7219158495133748,0.09732210425519561,0.07025836964201035,0.309016994,0.190983006,1.618033983610039,0.3819527315404766
154,0.8560887938684983,0.09693750737296797,0.08298711385315169,0.309016994,0.190983006,1.618033983610039,0.38012003673029465
155,1.076535902168299,0.09653929688932475,0.10392801917909607,0.309016994,0.190983006,1.618033983610039,0.3799720628586405
156,1.0206295210953888,0.09619402305750413,0.09817845978748217,0.309016994,0.190983006,1.618033983610039,0.3793992893316799
157,0.8369263149186865,0.0958112792048305,0.0801869809162368,0.309016994,0.190983006,1.618033983610039,0.3774334418915921
158,0.7482304432888705,0.0954797459210479,0.07144085269043743,0.309016994,0.190983006,1.618033983610039,0.3748082446761002
159,0.7237431836396693,0.09513505671603878,0.06885334889578072,0.309016994,0.190983006,1.618033983610039,0.3720177461979256
160,0.750702058624042,0.09477380611418364,0.07114689142862368,0.309016994,0.190983006,1.618033983610039,0.36944860695957626
161,0.8438703607216784,0.09441911522347864,0.07967749290704566,0.309016994,0.190983006,1.618033983610039,0.36758562807948436
162,1.114950291514737,0.094089936560535,0.10490560230826664,0.309016994,0.190983006,1.618033983610039,0.36772494517565907
163,1.0501530393934837,0.09377580322378135,0.09847894488203453,0.309016994,0.190983006,1.618033983610039,0.36738776375414905
164,0.8690460434140637,0.09349914461501069,0.08125506177717899,0.309016994,0.190983006,1.618033983610039,0.3657201616224438
165,0.797598255006974,0.09317094957456101,0.07431298687777245,0.309016994,0.190983006,1.618033983610039,0.3635375309342984
166,0.7340367182640037,0.09293215025085536,0.06821561066475884,0.309016994,0.190983006,1.618033983610039,0.36090578617967484
167,0.7492937996099196,0.09253742811640601,0.06933772119440104,0.309016994,0.190983006,1.618033983610039,0.3584032207031719
168,0.8252576877822485,0.0920928931782076,0.07600036816795097,0.309016994,0.190983006,1.618033983610039,0.35646252236958254
169,1.1347772658429387,0.09183277723581931,0.10420974797990441,0.309016994,0.190983006,1.618033983610039,0.3567389752094419
170,1.1646405223235976,0.09160179468367037,0.10668316212263285,0.309016994,0.190983006,1.618033983610039,0.3572287102012731
171,0.8924721618961821,0.09137417503824373,0.08154890762710874,0.309016994,0.190983006,1.618033983610039,0.3557745904593555
172,0.8277456757501745,0.09090536305189152,0.07524652125147746,0.309016994,0.190983006,1.618033983610039,0.35386582901237684
173,0.7594825977411979,0.0905760899232579,0.0687909641441045,0.309016994,0.190983006,1.618033983610039,0.3514841888218288
174,0.7782258788678204,0.09019889013678027,0.07019511062742038,0.309016994,0.190983006,1.618033983610039,0.3492503372379345
175,0.8578254639690871,0.0897894646413894,0.07702368925131835,0.309016994,0.190983006,1.618033983610039,0.3475866864973288
176,1.1598920285146517,0.08943735558975499,0.10373767591597634,0.309016994,0.190983006,1.618033983610039,0.34803084686702884
177,1.213741380677947,0.08906758868477464,0.10810501818528799,0.309016994,0.190983006,1.618033983610039,0.34885039951560165
178,0.9221553859492925,0.08873108091105136,0.081823844255444,0.309016994,0.190983006,1.618033983610039,0.3476374842542972
179,0.8583809397346277,0.08843484418674988,0.07591078474414582,0.309016994,0.190983006,1.618033983610039,0.3459853784078667
180,0.7844835149412513,0.08806352426822317,0.06908438313449825,0.309016994,0.190983006,1.618033983610039,0.3438297754285999
181,0.786338872029234,0.08780199887792209,0.0690421248382112,0.309016994,0.190983006,1.618033983610039,0.3417003611068168
182,0.8936029060437453,0.08736083556919112,0.07806589662839926,0.309016994,0.190983006,1.618033983610039,0.34031717790498034
183,1.2055305667831664,0.08693979168099561,0.10480857646175411,0.309016994,0.190983006,1.618033983610039,0.34106268057261996
184,1.2414346138612127,0.08661819010457089,0.10753081950996854,0.309016994,0.190983006,1.618033983610039,0.342054726957651
185,0.9503661081969946,0.08634100307693292,0.08205556316708608,0.309016994,0.190983006,1.618033983610039,0.34105843173572187
186,0.8672366040018931,0.08601839354092686,0.07459829958285544,0.309016994,0.190983006,1.618033983610039,0.33949799803416886
187,0.8087320470530628,0.08561332355975146,0.0692382384983672,0.309016994,0.190983006,1.618033983610039,0.3375474601356717
188,0.8201460975971858,0.0852017114330622,0.0698778512224421,0.309016994,0.190983006,1.618033983610039,0.3356851844531801
189,0.8896768489958639,0.08481857509129138,0.07546112271250686,0.309016994,0.190983006,1.618033983610039,0.3342999919531444
190,1.2162516476483431,0.08446972158970724,0.10273643818150341,0.309016994,0.190983006,1.618033983610039,0.33510399444996825
191,1.2833105423654978,0.08407225414931618,0.10789081019857998,0.309016994,0.190983006,1.618033983610039,0.33635936466895355
192,0.9828286658564134,0.08373520739618084,0.08229736226868135,0.309016994,0.190983006,1.618033983610039,0.3355980399079281
193,0.9018696769859824,0.08331018849975874,0.07513493288210568,0.309016994,0.190983006,1.618033983610039,0.3342950447901241
194,0.836554913269408,0.08289453077917186,0.06934582709013387,0.309016994,0.190983006,1.618033983610039,0.3325604206523405
195,0.8570624685620368,0.08250858133050876,0.07071500847838366,0.309016994,0.190983006,1.618033983610039,0.33097119733304764
196,0.9303329237552624,0.08214401260345996,0.07642127950739933,0.309016994,0.190983006,1.618033983610039,0.32987457672137993
197,1.2417422832929574,0.08174940694397557,0.10151169536063159,0.309016994,0.190983006,1.618033983610039,0.3308361102016134
198,1.327908927990862,0.08137443785189179,0.10805784266655553,0.309016994,0.190983006,1.618033983610039,0.33237058715476386
199,1.0577287477628006,0.08111342665397472,0.08579600330723132,0.309016994,0.190983006,1.618033983610039,0.3321161823832193
200,0.9375118492805224,0.0807203394274678,0.07567627478494798,0.309016994,0.190983006,1.618033983610039,0.33106345279182076
201,0.8698725240801063,0.08036931371009066,0.06991105786256971,0.309016994,0.190983006,1.618033983610039,0.329566201932838
202,0.8863073867300573,0.08006119452422489,0.07095882818588327,0.309016994,0.190983006,1.618033983610039,0.32818404997026307
203,0.9268696603057446,0.07976393451798881,0.07393077098402491,0.309016994,0.190983006,1.618033983610039,0.32707393237318894
204,1.1750461820269953,0.07932740606734939,0.09321336574704862,0.309016994,0.190983006,1.618033983610039,0.32759101128508206
205,1.3657091668703951,0.07897358649992126,0.10785495116014544,0.309016994,0.190983006,1.618033983610039,0.3293580972596406
206,1.1356953608072118,0.07873126375917955,0.0894147311153587,0.309016994,0.190983006,1.618033983610039,0.3296195770297506
207,0.9702660270893244,0.07846823188984833,0.07613505970551357,0.309016994,0.190983006,1.618033983610039,0.3287906894503689
208,0.901514662745543,0.07811863606486592,0.07042509593631088,0.309016994,0.190983006,1.618033983610039,0.3275117900878913
209,0.9059694952160124,0.07781178993306809,0.07049510813811304,0.309016994,0.190983006,1.618033983610039,0.32626704547202906
210,0.9250488085090762,0.07744184087618708,0.07163748272377121,0.309016994,0.190983006,1.618033983610039,0.3251515306686757
211,1.169969305836618,0.07712565660990134,0.09023465104307657,0.309016994,0.190983006,1.618033983610039,0.3256325553289812
212,1.4041413712982322,0.0767974947647889,0.10783453975171364,0.309016994,0.190983006,1.618033983610039,0.32763937257174963
213,1.2492007376248018,0.07653700684938373,0.09561008553676474,0.309016994,0.190983006,1.618033983610039,0.328643264442808
214,1.011503654305046,0.07630265135344658,0.07718041077832544,0.309016994,0.190983006,1.618033983610039,0.32808788134515443
215,0.9432586050631943,0.07606040933228447,0.07174463570163207,0.309016994,0.190983006,1.618033983610039,0.32708562933198404
216,0.9000356346732621,0.07561690375554588,0.06805790805365326,0.309016994,0.190983006,1.618033983610039,0.3258036867767933
217,0.9629721085325428,0.07533334846846604,0.07254391351379275,0.309016994,0.190983006,1.618033983610039,0.32493686722710846
218,1.0944497049907758,0.07510020913087721,0.0821934018374791,0.309016994,0.190983006,1.618033983610039,0.32493686722710846
219,1.4237913187085018,0.07473675242502019,0.10640953943358944,0.309016994,0.190983006,1.618033983610039,0.32706709691121616
220,1.3241015384177128,0.07439626944622847,0.09850821495869995,0.309016994,0.190983006,1.618033983610039,0.3285591870706414
221,1.0467489987800063,0.07415422062126094,0.07762085629529147,0.309016994,0.190983006,1.618033983610039,0.3282355496921763
222,0.9772497828186569,0.07398458220446685,0.07230141698896927,0.309016994,0.190983006,1.618033983610039,0.32745598883592464
223,0.9327746224753455,0.07367509022883348,0.06872225456731462,0.309016994,0.190983006,1.618033983610039,0.32638700628791556
224,0.9612022281618012,0.07346436557252002,0.07061411197491958,0.309016994,0.190983006,1.618033983610039,0.32550708146382457
225,1.0650567079364777,0.0733053882064379,0.0780743955436599,0.309016994,0.190983006,1.618033983610039,0.32530563625001496
226,1.4692966707731945,0.07307464407556664,0.10736833140509587,0.309016994,0.190983006,1.618033983610039,0.32773434646993266
227,1.3923869398550506,0.07273884689911952,0.10128062058168875,0.309016994,0.190983006,1.618033983610039,0.32967707007064506
228,1.0761167838814014,0.0724847335784072,0.07800203848650746,0.309016994,0.190983006,1.618033983610039,0.3295459692619738
229,1.0050110965673698,0.07222930177481869,0.0725912498815071,0.309016994,0.190983006,1.618033983610039,0.328946268734498
230,0.9482342863013945,0.07201139108367399,0.06828367012462164,0.309016994,0.190983006,1.618033983610039,0.3279741291311371
231,0.996101680980839,0.07184319770008617,0.07156313009570474,0.309016994,0.190983006,1.618033983610039,0.32731884784749765
232,1.1043648380851803,0.07169196830577765,0.07917408908045448,0.309016994,0.190983006,1.618033983610039,0.32731884784749765
233,1.5159988365123216,0.07141963133338344,0.10827207815714812,0.309016994,0.190983006,1.618033983610039,0.33006831855278773
234,1.4791561248093037,0.07116261321650759,0.10526061534454831,0.309016994,0.190983006,1.618033983610039,0.3325976725099679
235,1.1044925280613163,0.07098749919329718,0.0784051625552047,0.309016994,0.190983006,1.618033983610039,0.3325976725099679
236,1.0315502297232337,0.07079598911987453,0.07302961894324515,0.309016994,0.190983006,1.618033983610039,0.33216895563821086
237,0.9771813284571655,0.070544501412731,0.068934769703559,0.309016994,0.190983006,1.618033983610039,0.3313795981574768
238,1.0283544334117052,0.07041155350579836,0.07240803331392867,0.309016994,0.190983006,1.618033983610039,0.33093127094401353
239,1.1401945614249254,0.07024404577380443,0.08009187907779478,0.309016994,0.190983006,1.618033983610039,0.33122377819163684
240,1.5493696652709352,0.07007256794441005,0.10856831129564243,0.309016994,0.190983006,1.618033983610039,0.33422711446060716
241,1.5047527639656284,0.06994158046739102,0.1052447866749063,0.309016994,0.190983006,1.618033983610039,0.33695943959716773
